x,y
continuous,continuous
,
0.09233629672376903,0.0
0.03557600548806716,0.02378874678998997
0.003019321310143236,0.0
0.040375062569670994,0.0
0.027400429323859853,0.04908713533494574
0.15683215106498144,0.038727989609486854
0.08691795972076138,0.07020296313869677
0.16491930321171688,0.14187990600702347
0.11289593486781477,0.09510377183830265
0.2046811910883558,0.1895665003401349
0.2290113497037867,0.0871495324756609
0.22651959018009438,0.16810900607338192
0.2904085127086013,0.22984165820236746
0.3182811317838456,0.23545129401472345
0.4021813234049755,0.25872454969998876
0.4397388770992611,0.2457477388245603
0.4505827010277537,0.23634159086321996
0.4781189278867232,0.2743340169336936
0.5121048724229283,0.2787831916790833
0.5043336307024154,0.3101433874775986
0.5874122162253915,0.3557972472794546
0.6092852689428446,0.3234848716210171
0.6327796684580849,0.3276224302715164
0.6660899390942482,0.39871698667303773
0.6310647108295936,0.45626454922156523
0.6490508511031294,0.3927140122045216
0.7564312267049931,0.5105636530219437
0.7252565493788998,0.44148430607921896
0.782557573756956,0.5278472114458048
0.7692391896861898,0.43336054074471014
0.7998587285659717,0.46543452719171285
0.8787773768567125,0.48769160058925903
0.8691709190217953,0.4867072250624993
0.8672547742958245,0.5542921693554321
0.8871129385032133,0.5960933103568566
0.93311771983105,0.5778280537393453
0.8727848965171189,0.7044189405031549
0.9060626542825626,0.6813807927324287
0.8893549006720753,0.6338256891587035
0.9465742059042497,0.6989480923495283
0.9710965021904727,0.670512344956389
0.9729930396269576,0.7410880334139045
0.9505830542961815,0.7042735289205947
1.0,0.6227676487933144
1.0,0.7135497517947267
1.0,0.7758809065856761
1.0,0.7200377436377899
1.0,0.7754731067310641
