x,y
0.0,0.0
0.06052904100639462,0.008745962941293404
0.0,0.010645267532125358
0.016716562891913984,0.025696042397099363
0.0,0.037396172416479065
0.006306247589909178,0.048003820517070396
0.06342462371639832,0.04191186460423363
0.05602848459070243,0.10140558941961564
0.07053730599128119,0.04496005069996979
0.08760261822853438,0.0512884536956335
0.1752045802815218,0.12506096440285974
0.16592430868919084,0.03434263271618178
0.1949475456156339,0.1402179560213772
0.08106369983489747,0.12132690832559889
0.187539355486336,0.23202389633127873
0.10364460737015804,0.1952808725872463
0.14369246129496688,0.23782755353285942
0.25651805049114296,0.1748715925376267
0.25759147727651505,0.3032466161801106
0.24914095917437315,0.1591340477313285
0.2526933120606611,0.30776286302843747
0.25103199677853716,0.2729021018783748
0.26273950551914416,0.27454633706681464
0.29599712504618414,0.2716360609749746
0.2046635147228396,0.35939481018566366
0.28299049076334903,0.282606221574667
0.25925658652851724,0.27420373716764607
0.29039133485367086,0.3305040008221764
0.3134841093629809,0.3548217041973476
0.3321247442123896,0.35746542243922774
0.3203980837714053,0.24918363340932076
0.2702569624619251,0.37390243839305004
0.37608851650545366,0.3815925892091598
0.37098255231338173,0.4410520199871429
0.3895347413688488,0.3974094133155568
0.43992302027698293,0.47579553890741727
0.43619310185537513,0.445332778567952
0.44098263095601997,0.4838795734870651
0.436233302428354,0.4532049376984007
0.4438149391623593,0.4268681778627274
0.41576264636841687,0.5065390200247784
0.46617446866059165,0.4826114951110627
0.4332995694096963,0.47895037823570796
0.45431438023178145,0.47442969346424835
0.4334849639621847,0.4561313769687362
0.5147957131067985,0.5237686967374732
0.5836284381361729,0.5441808598837812
0.5522762689602215,0.5691477989192574
0.452862213695435,0.5330346583173885
0.5836624205545613,0.5092501751729066
0.5729655668928462,0.6169523260121289
0.5997413505425088,0.5585116011059575
0.6493409682990561,0.5190506227107528
0.6188532546959734,0.5975721040199647
0.6529210313735813,0.6319961437077538
0.6451173223515153,0.6798578222168585
0.5940206802890111,0.5809689964410379
0.6902733619609317,0.6450430625186182
0.7110750560921241,0.6150840029283259
0.6930012828798865,0.6883868875764907
0.7363868088696249,0.6485510183297275
0.7438931514122566,0.7645830707936845
0.7162672379357202,0.6710376523878052
0.7045721008817487,0.6743134757328116
0.7251997620098666,0.6376016027117981
0.8096157980988399,0.7858569423312871
0.7623337630981485,0.7373606572631326
0.804103230339367,0.7112006147583525
0.7676080070711763,0.7314745143840469
0.7957156661548479,0.7892393434668058
0.847387818799501,0.7676284305605667
0.8443782192839971,0.7627596200448084
0.8117141523386663,0.8462963165149977
0.872794779818816,0.7789605174080411
0.7948565509225065,0.7470054388748728
0.7971091975456414,0.7928658493847762
0.8364206584787673,0.7874530432643037
0.8741654641448362,0.7522754313566823
0.926564637323766,0.8019022585814662
0.7884322403602854,0.7886054948306114
0.8490965449963229,0.7753660594504787
0.8969839247568979,0.8249295817706184
0.8552641871285018,0.7732598359320422
0.8223728247523912,0.8099829897940343
0.840796824588124,0.7910798142269773
0.8435969163536181,0.8519929972332737
0.9029290744593358,0.7708940748039526
