x,y


0.1009914883579539,0.23318080025673651
0.08682425244061998,0.12897928657937682
0.013258956719182632,0.107794936944792
0.10389714293356304,0.12304212319648089
0.08137670980661729,0.11087745256295847
0.16745246919429096,0.09264940352450396
0.18484769598279038,0.16633004257273118
0.2787827706908016,0.14414331818646772
0.2396407565270071,0.23485846371443408
0.2441983496385101,0.20893297192783222
0.32186796988229316,0.3096366497528678
0.37027485040641356,0.3383407036840276
0.3353035899607808,0.35745033180238944
0.30970044451272555,0.456517189770081
0.41443080896920825,0.48939533143613867
0.3623997224011717,0.537932301952017
0.43644756157860504,0.5196023973852839
0.5124432231613469,0.5510027778432349
0.5239102919879962,0.7204595846007518
0.5440997211640409,0.6352553758515235
0.6036789619624036,0.674759386995613
0.5775125349637137,0.6729404142714048
0.6186701429340574,0.664249825804733
0.6937554872426073,0.7653406141141297
0.7513257132337298,0.754888004104951
0.7338490951709784,0.8352004015777378
0.7326385997457479,0.7238956501987721
0.7734990573797107,0.7853087635601446
0.7420263184786269,0.8592840171219243
0.7225295982445168,0.8150883709061117
0.7463365973330907,0.8556044354773158
0.7801692265235306,0.7890385988793415
0.7875992046352608,0.843276711450312
0.828406736021001,0.7947551493110754
0.8842284301618885,0.8704736670516064
0.809179611749453,0.8862203312152414
0.9054102358435402,0.9587712574953354
0.875026278221452,0.9189367426023242
0.9029908267139284,0.8492136727762443
0.864276504149863,0.8211437500731141
0.727306438110074,0.7693383255168976
0.6675199470952459,0.7165933989310399
0.6794340166842352,0.6897010202650158
0.6119302641718324,0.5913311858144512
0.5344487191591195,0.6052759472052102
0.4931520572886081,0.4719483755904216
0.46052650281638535,0.4372534904566352
0.34925585940298287,0.3479448724535049
0.2912177206592673,0.209000796790678
0.23083096074892934,0.18092893819539937
0.16183497721205023,0.19600564024996397
0.11322789719277387,0.17390061925532957
0.13665793593122014,0.12050170863043635
0.12390549951720783,0.21183341200292344
0.056647913066123115,0.2051089256494739
0.11878524367584103,0.33393975653224195
0.22012553322365241,0.42950552690099314
0.3195963396645562,0.44335029586854663
0.34659708487538965,0.41892824217882463
0.3541709790155834,0.5883449906527356
0.41989964494182674,0.6114921761700551
0.46804572094021835,0.6919708795772408
0.5214615467567545,0.7122689440393973
0.483377096447166,0.8190026766193697
0.660404300456551,0.7401191524868451
0.6404570789555158,0.811913812937394
0.7674621190842328,0.8012409235327809
0.801337281544671,0.8586581612290081
0.7444323600279515,0.8752925625005432
0.8508866611089946,0.8726333357185178
0.9010448673123912,0.9342513609995651
0.8728253443437984,0.8957410047776435
0.9108386676524317,0.9182617683543359
0.926475850248865,1.0
0.9336104662298111,0.9004783593658918
0.8851832050857977,0.8994921852103501
0.9351465354873016,0.8161801129008518
0.9003657191051382,0.8360431716754968
0.8925576677067091,0.7626415060661682
0.7517131830073502,0.7378872319466037
0.9135922773638695,0.697868133562685
0.737782184939606,0.6178549403646026
0.7716936178800483,0.5890499474312781
0.7501939132497292,0.5622886143419223
0.6737282265340655,0.5160222085248375
0.6257740922758201,0.5545840306369474
0.5878532516931708,0.4184755169448641
0.5874731269648852,0.3861846656220923
0.5348601357297527,0.44148233013538263
0.4296401522091132,0.3506048606605198
